l n daughter parent cfp_float
3 6 1G8 2H5 2.893304705905017648603916E-01
3 6 1G8 2H6 1.555035412517836264020832E-03
3 6 1G8 2H7 -1.143674462916384124144820E-02
3 6 1G8 2I3 1.828972309461264766916599E-01
3 6 1G8 2I4 -2.581229823841368897774373E-01
3 6 1G8 2I5 1.217362472470215756237266E-01
3 6 1G8 2K3 8.429524852487678410195571E-02
3 6 1G8 2K4 -3.844144684104330300655761E-01
3 6 1G8 2K5 -2.203028004716298116072437E-01
3 6 1H1 2D1 3.406925719346234338047452E-01
3 6 1H1 2D2 -1.779208929716916409713434E-01
3 6 1H1 2D3 -1.135641906448744825608443E-01
3 6 1H1 2D4 -1.609355030051133617075010E-01
3 6 1H1 2D5 -5.356869554443541986410438E-02
3 6 1H1 2F2 0.000000000000000000000000E+00
3 6 1H1 2F4 0.000000000000000000000000E+00
3 6 1H1 2F5 -1.994310088043663997670052E-01
3 6 1H1 2F6 0.000000000000000000000000E+00
3 6 1H1 2F7 1.151415466179595697981952E-01
3 6 1H1 2G1 -3.418817293789138678228312E-01
3 6 1H1 2G2 1.148338503526429160706002E-01
3 6 1H1 2G3 1.139605764596379466890852E-01
3 6 1H1 2G4 1.038711258686011856822162E-01
3 6 1H1 2G5 1.544785951633311782416058E-01
3 6 1H1 2G6 5.397918963594131383509911E-03
3 6 1H1 2H1 -2.500000000000000000000000E-01
3 6 1H1 2H2 -1.992430731488605555323801E-01
3 6 1H1 2H3 -1.767766952966368931843277E-01
3 6 1H1 2H4 -1.802221406487559685061228E-01
3 6 1H1 2H5 -2.416887699883085993679543E-01
3 6 1H1 2H6 6.089462431656238183830254E-02
3 6 1H1 2H7 4.247400224302939897302878E-02
3 6 1H1 2I1 -9.009374626955589382415468E-02
3 6 1H1 2I2 3.003124875651863243120054E-02
3 6 1H1 2I3 1.560469459830898242280739E-01
3 6 1H1 2I4 -1.741812427878080549170647E-01
3 6 1H1 2I5 3.502215336827857461443614E-02
3 6 1H1 2K1 3.010968957982473881429542E-01
3 6 1H1 2K2 2.723523897009610950092906E-01
3 6 1H1 2K3 1.596074104624389811135643E-01
3 6 1H1 2K4 -1.603766072575385503995449E-01
3 6 1H1 2K5 3.295255151104451579735510E-02
3 6 1H1 2L1 1.457009650921064769502067E-01
3 6 1H1 2L2 1.317914816735964722571595E-01
3 6 1H1 2L3 -1.712725957693605749465604E-01
3 6 1H2 2D2 2.820380374088831132439736E-01
3 6 1H2 2D4 -8.503766788122593678345140E-02
3 6 1H2 2D5 -1.261615757252201597271579E-01
3 6 1H2 2F2 -4.459412925079223599666989E-01
3 6 1H2 2F4 1.344563587068094423493392E-01
3 6 1H2 2F6 -1.133835571749679249631271E-01
3 6 1H2 2F7 0.000000000000000000000000E+00
3 6 1H2 2G2 2.958039891549807953730067E-01
3 6 1H2 2G4 -8.918825850158447476889734E-02
3 6 1H2 2G6 -2.542566904654912640637576E-01
3 6 1H2 2H2 -1.035098339013531265617729E-01
3 6 1H2 2H4 3.120938919661796207005722E-02
3 6 1H2 2H6 2.048787657176197041231092E-01
3 6 1H2 2H7 -2.152588666459827881904943E-01
3 6 1H2 2I4 -7.072768200927415094270145E-02
3 6 1H2 2I5 -4.124097114299929978109560E-01
3 6 1H2 2K1 1.410190187044415566219868E-01
3 6 1H2 2K2 -4.251883394061296839172570E-02
3 6 1H2 2K4 2.146072490684181044429124E-01
3 6 1H2 2K5 1.891688856725821099580287E-01
3 6 1H2 2L1 -3.216990204216664261949177E-01
3 6 1H2 2L2 9.699590419668607799152937E-02
3 6 1H2 2L3 -1.260532173991855964256814E-01
3 6 1H3 2D3 2.428104530282278461505996E-01
3 6 1H3 2D4 -1.911636551153213514631091E-01
3 6 1H3 2D5 -9.162775103253993635998853E-02
3 6 1H3 2F4 -4.231587892051194010889503E-01
3 6 1H3 2F5 5.330017908890261058019178E-02
3 6 1H3 2F6 -1.338145585807249404730612E-01
3 6 1H3 2F7 -3.077287274483318443851765E-02
3 6 1H3 2G3 1.827434711619518037384324E-01
3 6 1H3 2G4 5.860597731902199292175482E-02
3 6 1H3 2G5 2.614788942175106378762450E-01
3 6 1H3 2G6 -3.318105409691426282980942E-02
3 6 1H3 2H4 4.759972968131505610678289E-01
3 6 1H3 2H5 -1.339728254114167238508770E-01
3 6 1H3 2H6 -1.301981833650798225932022E-01
3 6 1H3 2H7 -8.046742493087793643424810E-03
3 6 1H3 2I2 2.247332874877473740671263E-01
3 6 1H3 2I3 -1.946247360403807469264592E-01
3 6 1H3 2I4 -2.247332874877473740671263E-02
3 6 1H3 2I5 -1.310408988511494177142680E-01
3 6 1H3 2K2 2.058685516626537759243831E-02
3 6 1H3 2K3 -1.990654154468817493839339E-01
3 6 1H3 2K4 -2.182088426221499566359796E-01
3 6 1H3 2K5 6.164857888717426188940340E-03
3 6 1H3 2L2 3.287457139452631960097051E-01
3 6 1H3 2L3 1.602108432780938174211371E-01
3 6 1H4 2D5 2.721655269759086781533597E-01
3 6 1H4 2F5 3.454246398538787232723735E-01
3 6 1H4 2F6 0.000000000000000000000000E+00
3 6 1H4 2F7 3.323850146739439903598168E-01
3 6 1H4 2G5 -8.918825850158447476889734E-02
3 6 1H4 2G6 -3.022995267694011389814079E-01
3 6 1H4 2H5 -2.480694691784169070292165E-01
3 6 1H4 2H6 -3.214402536353684336489778E-01
3 6 1H4 2H7 -1.092642604209870249576397E-01
3 6 1H4 2I3 -9.009374626955589382415468E-02
3 6 1H4 2I4 -4.403991586633868027256256E-01
3 6 1H4 2I5 1.617603973982079668125778E-01
3 6 1H4 2K3 2.303734534878705830784895E-01
3 6 1H4 2K4 2.314836934296469195260215E-01
3 6 1H4 2K5 2.853774672807984132821835E-03
3 6 1H4 2L3 2.719317679986772984257470E-01
3 6 1I1 2F1 4.714045207910316781507731E-01
3 6 1I1 2F2 2.224746041573048838113635E-01
3 6 1I1 2G1 -2.335496832484569018628662E-01
3 6 1I1 2G2 -1.961161351381840445284865E-01
3 6 1I1 2H1 -3.220305943597652764687211E-01
3 6 1I1 2H2 -7.548513560963972246486975E-02
3 6 1I1 2I1 -3.813850356982369516067877E-01
3 6 1I1 2K1 -3.447914135838056060023860E-01
3 6 1I1 2L1 -5.114083119567588431308991E-01
3 6 1I2 2F2 -2.229706462539611869222433E-02
3 6 1I2 2F3 2.400274332743651817256847E-01
3 6 1I2 2F4 -4.108388738263622080859605E-02
3 6 1I2 2F5 -5.018025581454950423410111E-02
3 6 1I2 2G1 -2.496751135729436965604577E-01
3 6 1I2 2G2 1.965534068853596813553075E-02
3 6 1I2 2G3 -2.080625946441197471337148E-01
3 6 1I2 2G4 3.621632788359975541059299E-02
3 6 1I2 2G5 -1.343038273375633806505647E-01
3 6 1I2 2H1 5.163977794943221955037416E-01
3 6 1I2 2H2 7.565344158360029838683580E-03
3 6 1I2 2H3 -2.028602064833948670496966E-01
3 6 1I2 2H4 1.393967110177071408450011E-02
3 6 1I2 2H5 -1.540833878403414236579749E-01
3 6 1I2 2I1 -4.077177531501004481562234E-01
3 6 1I2 2I2 -3.397647942917503827153780E-01
3 6 1I2 2I3 -1.471224715841249197634255E-01
3 6 1I2 2K1 3.455601802318059023733099E-02
3 6 1I2 2K2 6.367185890647152068932968E-02
3 6 1I2 2K3 -2.107131804136713193464914E-01
3 6 1I2 2L1 5.125485771671246804093158E-02
3 6 1I2 2L2 9.444062873854852657728998E-02
3 6 1I2 2M1 -3.405805572770060352105759E-01
3 6 1I3 2F2 1.737373278570528978281828E-01
3 6 1I3 2F4 -5.238377532552777188223914E-02
3 6 1I3 2F6 -1.177970079766727379277924E-01
3 6 1I3 2F7 1.896256029422256628169663E-01
3 6 1I3 2G2 5.003003905347573887496537E-01
3 6 1I3 2G4 -1.508462434429149456871500E-01
3 6 1I3 2G6 2.150152232553458886421538E-01
3 6 1I3 2H2 -2.475844844150717760644653E-01
3 6 1I3 2H4 7.464953079258065948842216E-02
3 6 1I3 2H6 -1.729581738875902718888256E-01
3 6 1I3 2H7 -1.817210307656574597157118E-01
3 6 1I3 2I4 1.853198163808564280508051E-01
3 6 1I3 2I5 1.271283452327456320318788E-01
3 6 1I3 2K1 -3.621788425433131175523727E-01
3 6 1I3 2K2 1.092010297928524692467889E-01
3 6 1I3 2K4 2.964304330057763656181002E-02
3 6 1I3 2K5 3.844024950492137548963001E-01
3 6 1I3 2L1 1.644483786200679753530807E-01
3 6 1I3 2L2 -4.958305175136985126771449E-02
3 6 1I3 2L3 -1.718313985452877834525509E-01
3 6 1I3 2M2 -2.585880367498188947550375E-01
3 6 1I4 2F3 2.378746773826875826607363E-01
3 6 1I4 2F4 1.658227793876970168618357E-01
3 6 1I4 2F5 -2.531719251654560715047992E-02
3 6 1I4 2G3 2.886751345948128655294340E-01
3 6 1I4 2G4 -1.461763365511715428990414E-01
3 6 1I4 2G5 -6.775963568181181395644330E-02
3 6 1I4 2H3 -5.629142279100245449541262E-01
3 6 1I4 2H4 -5.626329817131481281222705E-02
3 6 1I4 2H5 -7.773891803127125355032945E-02
3 6 1I4 2I2 4.714045207910316781507731E-01
3 6 1I4 2I3 -7.422696190252055237213114E-02
3 6 1I4 2K2 -2.569923462772112365826160E-01
3 6 1I4 2K3 -1.063100629463065716073800E-01
3 6 1I4 2L2 -3.811812499312437485521343E-01
3 6 1I4 2M1 -1.718313985452877834525509E-01
3 6 1I5 2F4 2.777318603003539609908046E-01
3 6 1I5 2F5 -1.749125655703603066104534E-01
3 6 1I5 2F6 -7.318877144540120172067077E-02
3 6 1I5 2F7 -3.366193893889853072654006E-02
3 6 1I5 2G3 3.223291856101521135613552E-01
3 6 1I5 2G4 4.080443192842739263959118E-01
3 6 1I5 2G5 -5.201564866102993678342870E-02
3 6 1I5 2G6 -3.816905103452870873237401E-02
3 6 1I5 2H4 2.827013970960878253002591E-01
3 6 1I5 2H5 1.790287185098582145581503E-01
3 6 1I5 2H6 0.000000000000000000000000E+00
3 6 1I5 2H7 -1.677454265800654709117623E-01
3 6 1I5 2I2 -1.973855084879306831524559E-01
3 6 1I5 2I3 9.971550440218319988350260E-02
3 6 1I5 2I4 -1.069171504309624626261055E-01
3 6 1I5 2I5 9.591211706105855216986100E-02
3 6 1I5 2K2 3.586909806063019456878749E-01
3 6 1I5 2K3 -2.856310234989917762327138E-01
3 6 1I5 2K4 7.268373437984286533630751E-02
3 6 1I5 2K5 1.396358294944376465807068E-01
3 6 1I5 2L2 -3.192148209248779622271286E-01
3 6 1I5 2L3 1.296383838070752636539851E-01
3 6 1I5 2M1 9.892971197819142026297357E-02
3 6 1I5 2M2 1.950920229940154015935150E-01
3 6 1I6 2F5 -2.004534674206147060182559E-01
3 6 1I6 2F6 -4.305627817638480459017103E-01
3 6 1I6 2F7 -5.915184128070161834189733E-02
3 6 1I6 2G5 8.345543352091715216811707E-02
3 6 1I6 2G6 -1.020659097523701347443037E-01
3 6 1I6 2H5 -2.872389309859396666624320E-01
3 6 1I6 2H6 0.000000000000000000000000E+00
3 6 1I6 2H7 3.795503267157906424067448E-01
3 6 1I6 2I3 3.428281761433433771912860E-01
3 6 1I6 2I4 3.210895912021507481171056E-01
3 6 1I6 2I5 -5.129473863658311899582642E-02
3 6 1I6 2K3 3.273391415680784732877839E-02
3 6 1I6 2K4 2.873693175286133327794857E-01
3 6 1I6 2K5 8.616762444415526633889613E-02
3 6 1I6 2L3 4.415345792466617291793796E-01
3 6 1I6 2M1 -4.176992993944809301476440E-02
3 6 1I6 2M2 -1.263028327843087328385963E-01
3 6 1I7 2F5 2.357854747588439825456419E-01
3 6 1I7 2F6 -2.411685465389033500294147E-01
3 6 1I7 2F7 -5.546069927974981578211455E-02
3 6 1I7 2G5 7.790898507515326733285921E-03
3 6 1I7 2G6 3.563569575918957843541079E-01
3 6 1I7 2H5 -1.608894182899017755161708E-01
3 6 1I7 2H6 3.484806256289529335923305E-01
3 6 1I7 2H7 -1.535410112094785506364758E-01
3 6 1I7 2I3 -2.844833903866317292852273E-02
3 6 1I7 2I4 -2.529397055103368430195587E-01
3 6 1I7 2I5 1.983030931263342067083499E-01
3 6 1I7 2K3 -2.714306548078947445290510E-01
3 6 1I7 2K4 3.666620441790139350857203E-01
3 6 1I7 2K5 -3.331200608250636796547894E-01
3 6 1I7 2L3 -6.700845858838708202220857E-02
3 6 1I7 2M1 1.045954029659166978349916E-01
3 6 1I7 2M2 -2.521015643633330305384277E-01
3 6 1K1 2G1 3.418817293789138678228312E-01
3 6 1K1 2G2 -1.148338503526429160706002E-01
3 6 1K1 2G3 -1.139605764596379466890852E-01
3 6 1K1 2G4 -1.038711258686011856822162E-01
3 6 1K1 2G5 1.324102244257124305626405E-01
3 6 1K1 2G6 -7.557086549031782896079790E-02
3 6 1K1 2H1 -2.500000000000000000000000E-01
3 6 1K1 2H2 2.578439770161724542418824E-01
3 6 1K1 2H3 -1.767766952966368931843277E-01
3 6 1K1 2H4 2.332286526042724461582623E-01
3 6 1K1 2H5 -8.951435925492910380962819E-03
3 6 1K1 2H6 6.089462431656238183830254E-02
3 6 1K1 2H7 -4.139871104700333648285238E-02
3 6 1K1 2I1 -3.524036204245235559540106E-01
3 6 1K1 2I2 1.174678734748411945698621E-01
3 6 1K1 2I3 1.695502709295811649692354E-01
3 6 1K1 2I4 8.222751143238883619890345E-02
3 6 1K1 2I5 -3.760507165451774935771567E-02
3 6 1K1 2K1 -7.640623068776582205163805E-02
3 6 1K1 2K2 -6.911203604636118047466198E-02
3 6 1K1 2K3 -2.882783300985275465322388E-01
3 6 1K1 2K4 -8.378815781493592629303180E-02
3 6 1K1 2K5 8.585013978253781818938961E-02
3 6 1K1 2L1 3.330470382248274519021436E-01
3 6 1K1 2L2 3.012523809084286519066609E-01
3 6 1K1 2L3 -6.410515405283293000060496E-02
3 6 1K1 2M1 2.059386177619784985548534E-01
3 6 1K1 2M2 1.895210011490631729635936E-01
3 6 1K1 2N1 -1.888071718662936437915789E-01
3 6 1K2 2G3 2.712804334873298306440859E-01
3 6 1K2 2G4 -3.296836494145694018698123E-01
3 6 1K2 2G5 -1.050664601048357377210962E-01
3 6 1K2 2G6 -7.709770388316336542366969E-02
3 6 1K2 2H4 -2.691855725347709893391368E-01
3 6 1K2 2H5 -1.704694373189196143769664E-01
3 6 1K2 2H6 -1.023234355858200772537714E-01
3 6 1K2 2H7 -7.679115116262352769282984E-02
3 6 1K2 2I2 2.631806779839075960403250E-01
3 6 1K2 2I3 2.659080117391552366967744E-01
3 6 1K2 2I4 -2.631806779839076029792189E-02
3 6 1K2 2I5 -6.770267086662956276810199E-03
3 6 1K2 2K2 5.677537515017601066347197E-01
3 6 1K2 2K3 -5.137623327375896720159432E-02
3 6 1K2 2K4 2.212449900552268880482565E-02
3 6 1K2 2K5 -1.648652447293830203278731E-01
3 6 1K2 2L2 2.249801116011160007079894E-01
3 6 1K2 2L3 -1.654243856425870740078921E-01
3 6 1K2 2M1 -2.306973959874843438377923E-01
3 6 1K2 2M2 1.819765600553710227504922E-01
3 6 1K2 2N1 1.586297534916147333738934E-01
3 6 1K3 2G5 3.639608941459679392060877E-01
3 6 1K3 2G6 -8.902476018169284965875221E-02
3 6 1K3 2H5 2.214462949305351091577876E-01
3 6 1K3 2H6 -3.713377679306777423562380E-01
3 6 1K3 2H7 9.753786194926826469409065E-02
3 6 1K3 2I3 7.401956568297400618217097E-02
3 6 1K3 2I4 -3.789189167282961956395582E-01
3 6 1K3 2I5 -4.293182384925955941135101E-01
3 6 1K3 2K3 2.542464180904607101707526E-02
3 6 1K3 2K4 3.576603927826756956775967E-01
3 6 1K3 2K5 1.055958520803299965917788E-01
3 6 1K3 2L3 -1.404853304422258863937145E-01
3 6 1K3 2M1 -2.497372568900995959406686E-01
3 6 1K3 2M2 -7.223164845474225326249496E-02
3 6 1K3 2N1 -3.205472580795371007056360E-01
3 6 1L1 2H1 -2.500000000000000000000000E-01
3 6 1L1 2H2 -1.172018077346238529301559E-01
3 6 1L1 2H3 -1.767766952966368931843277E-01
3 6 1L1 2H4 -1.060130239110329275487032E-01
3 6 1L1 2H5 1.342715388823936539797188E-01
3 6 1L1 2H6 -5.373055086755504361484270E-02
3 6 1L1 2H7 2.741992549866454839668783E-02
3 6 1L1 2I1 4.909902530309828705412656E-01
3 6 1L1 2I2 -1.636634176769942716767048E-01
3 6 1L1 2I3 1.417366773784602129726551E-01
3 6 1L1 2I4 4.546206046583174675834726E-02
3 6 1L1 2I5 6.237343238042664800291348E-02
3 6 1L1 2K1 -3.128432181155268443362161E-01
3 6 1L1 2K2 -2.829773380081412326170209E-01
3 6 1L1 2K3 1.073043385564843021917625E-01
3 6 1L1 2K4 -9.337648914776452979680244E-02
3 6 1L1 2K5 -5.021586359324675674642435E-02
3 6 1L1 2L1 2.912411862553587749147255E-01
3 6 1L1 2L2 2.634375649928283324996414E-01
3 6 1L1 2L3 1.201249950260745297248022E-01
3 6 1L1 2M1 -3.496321596461394176635906E-01
3 6 1L1 2M2 9.849770243828490090542971E-02
3 6 1L1 2N1 1.195716756632398819482077E-01
3 6 1L1 2O1 -2.238502456149504271643025E-01
3 6 1L2 2H2 4.569367667316877046346235E-01
3 6 1L2 2H4 -1.377716189242871036579885E-01
3 6 1L2 2H6 1.197030009918527704293467E-01
3 6 1L2 2H7 -1.257677057813961218890597E-01
3 6 1L2 2I4 2.835899864651085233724359E-01
3 6 1L2 2I5 -4.863528143934933711811652E-02
3 6 1L2 2K1 -4.493585171364585795217295E-01
3 6 1L2 2K2 1.354866906992836517176215E-01
3 6 1L2 2K4 1.964740198767947754188157E-01
3 6 1L2 2K5 -1.339530113426236901386090E-01
3 6 1L2 2L1 -2.988071523335983914471115E-01
3 6 1L2 2L2 9.009374626955589382415468E-02
3 6 1L2 2L3 3.574123688791588926427778E-01
3 6 1L2 2M2 -1.616904166908886553155611E-01
3 6 1L2 2N1 -3.434982621084878839923249E-01
3 6 1L2 2O1 -1.148327530549419217553719E-01
3 6 1L3 2H5 3.860549980747063902875027E-01
3 6 1L3 2H6 2.278120807122790969501125E-01
3 6 1L3 2H7 1.645559361156995192843056E-02
3 6 1L3 2I3 9.859321538430354525672783E-02
3 6 1L3 2I4 2.150417623379495199453793E-02
3 6 1L3 2I5 4.486265430480626537068645E-01
3 6 1L3 2K3 1.791403037008534038232455E-01
3 6 1L3 2K4 1.263183406782238116239370E-02
3 6 1L3 2K5 -8.732643424640806895098422E-02
3 6 1L3 2L3 -4.136217466584122259831702E-01
3 6 1L3 2M1 2.432070474548153615756974E-01
3 6 1L3 2M2 4.110949418727948695417851E-02
3 6 1L3 2N1 -1.663501105087915321600889E-02
3 6 1L3 2O1 -3.114241971513587170505843E-01
3 6 1L4 2H5 0.000000000000000000000000E+00
3 6 1L4 2H6 -1.907873047408292221938098E-01
3 6 1L4 2H7 -4.409976283253523310357025E-01
3 6 1L4 2I3 3.914406806294063456697074E-01
3 6 1L4 2I4 -2.259983823331580821136555E-01
3 6 1L4 2I5 2.325504168877942645643486E-01
3 6 1L4 2K3 -3.041459252283631453650514E-01
3 6 1L4 2K4 6.310201035589137197323595E-02
3 6 1L4 2K5 2.189738730213415252023879E-01
3 6 1L4 2L3 1.440513857466202973789393E-01
3 6 1L4 2M1 6.534102628035481918900018E-02
3 6 1L4 2M2 -5.215528823754915777044516E-01
3 6 1L4 2N1 2.495321142926094082348243E-01
3 6 1L4 2O1 -8.366853207321577057253847E-02
3 6 1M1 2I2 3.779644730092272530974640E-01
3 6 1M1 2I3 -8.183170883849713583835239E-02
3 6 1M1 2I4 1.574851970871780221239433E-02
3 6 1M1 2I5 1.188373493178968010042240E-01
3 6 1M1 2K2 -3.603749850782235752966187E-01
3 6 1M1 2K3 -2.049800154226969484128063E-01
3 6 1M1 2K4 -1.478238349096870976606688E-03
3 6 1M1 2K5 -8.993038485452409247500327E-02
3 6 1M1 2L2 -6.513389472789296030796891E-01
3 6 1M1 2L3 -4.176622873613220626731746E-02
3 6 1M1 2M1 -3.434434907995040364703243E-01
3 6 1M1 2M2 -5.805254550160299925609664E-02
3 6 1M1 2N1 -2.038079186358037753201700E-01
3 6 1M1 2O1 -2.593288684051663905982821E-01
3 6 1M2 2I3 3.503824441133675526849345E-01
3 6 1M2 2I4 4.045867968563435224105262E-02
3 6 1M2 2I5 -2.497898276215292090451925E-01
3 6 1M2 2K3 2.633015972082907163454024E-01
3 6 1M2 2K4 -8.354858776374564366395958E-02
3 6 1M2 2K5 -4.774730398626934047001669E-01
3 6 1M2 2L3 -3.934310761695197222742593E-01
3 6 1M2 2M1 -2.406333554699054688708060E-01
3 6 1M2 2M2 -4.383803001752010208846855E-01
3 6 1M2 2N1 -1.110649746288115691239540E-01
3 6 1M2 2O1 3.028308753660368113358459E-01
3 6 1N1 2K1 -3.952847075210474403483829E-01
3 6 1N1 2K2 1.191828236556990439076742E-01
3 6 1N1 2K4 -2.164114914437914594103063E-01
3 6 1N1 2K5 -3.172445781778671092254740E-02
3 6 1N1 2L1 5.863019699779287163821095E-01
3 6 1N1 2L2 -1.767766952966368931843277E-01
3 6 1N1 2L3 1.410648264102800364394596E-01
3 6 1N1 2M2 3.240218267429379461752603E-01
3 6 1N1 2N1 -2.994471839647276922846686E-01
3 6 1N1 2O1 4.383457930131158808428893E-01
3 6 1N2 2K3 4.112391604149871482398737E-01
3 6 1N2 2K4 -2.174847617720082268433224E-02
3 6 1N2 2K5 3.367876570272816949547234E-01
3 6 1N2 2L3 3.361842025789993915196874E-01
3 6 1N2 2M1 2.843982294972605129323995E-01
3 6 1N2 2M2 -4.433313559297766270894670E-01
3 6 1N2 2N1 -5.528589525751528288566305E-01
3 6 1N2 2O1 -1.445183282540200009336218E-01
3 6 1Q1 2M1 5.000000000000000000000000E-01
3 6 1Q1 2M2 8.451542547285165185577682E-02
3 6 1Q1 2N1 4.861724348043977572686458E-01
3 6 1Q1 2O1 7.116835718867665638853737E-01
3 7 8S1 7F1 1.000000000000000000000000E+00
3 7 6P1 7F1 -4.082482904638630172300395E-01
3 7 6P1 5D1 -4.517539514526256461124376E-01
3 7 6P1 5D2 1.207363221040737982781010E-01
3 7 6P1 5D3 2.311924553464820286663439E-01
3 7 6P1 5F1 -2.182178902359923899911820E-01
3 7 6P1 5F2 -3.618734322278729376165529E-01
3 7 6P1 5G1 4.738035414793428379276463E-01
3 7 6P1 5G2 -1.266293229182740565086362E-01
3 7 6P1 5G3 -3.769990449369625684639118E-01
3 7 6D1 7F1 -4.082482904638630172300395E-01
3 7 6D1 5P1 -2.474358296526967537776187E-01
3 7 6D1 5D2 -2.645200285064432943471502E-01
3 7 6D1 5D3 3.798879687548221140147575E-01
3 7 6D1 5F2 3.618734322278729376165529E-01
3 7 6D1 5G2 3.798879687548221140147575E-01
3 7 6D1 5G3 7.539980898739251369278236E-02
3 7 6D1 5H1 -2.233531314201633033444949E-01
3 7 6D1 5H2 -4.764285119345051944250713E-01
3 7 6F1 7F1 -4.082482904638630172300395E-01
3 7 6F1 5S1 2.020305089104421636392317E-01
3 7 6F1 5P1 1.749635530559413010287528E-01
3 7 6F1 5D1 -2.129588549999799629297570E-01
3 7 6F1 5D2 -1.992047682223989368832662E-01
3 7 6F1 5F1 4.364357804719847799823640E-01
3 7 6F1 5G1 -2.857142857142856984253854E-01
3 7 6F1 5G2 -2.672612419124243965384835E-01
3 7 6F1 5H1 3.350296971302449966501058E-01
3 7 6F1 5I1 -3.433858357584751441748949E-01
3 7 6F1 5I2 -3.212080372198105049363903E-01
3 7 6G1 7F1 -4.082482904638630172300395E-01
3 7 6G1 5P1 1.934294858246657367040200E-01
3 7 6G1 5D2 2.831517739900328289870401E-01
3 7 6G1 5D3 1.971615883835297622361793E-01
3 7 6G1 5F2 1.315903389919537980201625E-01
3 7 6G1 5G2 -2.229242085472711576432658E-01
3 7 6G1 5G3 3.893629393538553529197088E-01
3 7 6G1 5H1 -2.714703393093185757045660E-01
3 7 6G1 5H2 3.563483225498991768809276E-01
3 7 6G1 5I2 2.905436015739882305020103E-01
3 7 6G1 5K1 -4.161251892882394942674296E-01
3 7 6H1 7F1 -4.082482904638630172300395E-01
3 7 6H1 5D1 -2.129588549999799629297570E-01
3 7 6H1 5D2 5.691564806354255240394835E-02
3 7 6H1 5D3 -1.337545251283626945859595E-01
3 7 6H1 5F1 -2.182178902359923899911820E-01
3 7 6H1 5F2 9.869275424396534157622796E-02
3 7 6H1 5G1 -3.472660248602840726839247E-01
3 7 6H1 5G2 9.281074907815037300373717E-02
3 7 6H1 5G3 -1.402829294374236812625867E-01
3 7 6H1 5H2 2.672612419124243965384835E-01
3 7 6H1 5I1 5.124707431905383137049625E-01
3 7 6H1 5I2 -1.369635672688863659018921E-01
3 7 6H1 5K1 3.120938919661796484561478E-01
3 7 6H1 5L1 -3.322493196224943212691016E-01
3 7 6I1 7F1 -4.082482904638630172300395E-01
3 7 6I1 5F2 -2.302830932359191395963904E-01
3 7 6I1 5G2 2.417468892076140851710164E-01
3 7 6I1 5G3 2.029994857352875325950947E-01
3 7 6I1 5H1 3.333333333333333148296163E-01
3 7 6I1 5H2 7.813453848974924453862911E-02
3 7 6I1 5I2 3.947710169758613663049118E-01
3 7 6I1 5K1 3.568930195067246957663087E-01
3 7 6I1 5L1 5.293578942641549156533642E-01
3 7 4S1 5F1 5.976143046671967828942229E-01
3 7 4S1 3F1 5.070925528371099666458122E-01
3 7 4S1 3F2 6.210590034081188148817887E-01
3 7 4S2 5F2 5.976143046671967828942229E-01
3 7 4S2 3F6 -2.417468892076140851710164E-01
3 7 4S2 3F8 7.644707871564383472318127E-01
3 7 4S2 3F9 0.000000000000000000000000E+00
3 7 4P1 5D1 -7.529232524210427435207293E-02
3 7 4P1 5D2 3.219635256108634435712190E-01
3 7 4P1 5D3 -5.779811383662050716658598E-02
3 7 4P1 5F1 3.273268353539885433534096E-01
3 7 4P1 5F2 9.046835805696823440413823E-02
3 7 4P1 5G1 7.896725691322380169534512E-02
3 7 4P1 5G2 -3.376781944487308173563633E-01
3 7 4P1 5G3 9.424976123424064211597795E-02
3 7 4P1 3D1 1.909008870803031443497133E-01
3 7 4P1 3D2 -1.723206820132728300798419E-01
3 7 4P1 3D3 -2.699746235780194347775307E-01
3 7 4P1 3D4 -1.428807614640426326690914E-01
3 7 4P1 3F2 -3.149703941743560164923110E-01
3 7 4P1 3F3 2.697245312375623482736842E-01
3 7 4P1 3F5 -8.908708063747479422023190E-02
3 7 4P1 3F6 2.236437667173721832725164E-01
3 7 4P1 3G1 -2.002185394933528872485340E-01
3 7 4P1 3G2 2.809984973105154049122234E-01
3 7 4P1 3G4 2.831517739900328289870401E-01
3 7 4P1 3G5 2.329916455581676482111675E-01
3 7 4P2 5D1 2.497163924214646502086623E-01
3 7 4P2 5D2 1.334790263289019340842145E-01
3 7 4P2 5D3 2.962553792879475955679425E-01
3 7 4P2 5F2 -1.363861813974952263972540E-01
3 7 4P2 5G1 2.380952380952380820211545E-01
3 7 4P2 5G2 1.272672580535354203146170E-01
3 7 4P2 5G3 3.125910945945598595763215E-01
3 7 4P2 3D1 -1.266293229182740565086362E-01
3 7 4P2 3D2 -1.766525778100890842203796E-01
3 7 4P2 3D3 0.000000000000000000000000E+00
3 7 4P2 3D4 9.320982345263394142076407E-02
3 7 4P2 3D5 -2.196303185102306820830620E-01
3 7 4P2 3F3 8.132500607904442901929798E-02
3 7 4P2 3F4 4.542567625794979302433774E-01
3 7 4P2 3F6 -4.291072087870310275414809E-02
3 7 4P2 3F7 -1.606040186099052524681952E-01
3 7 4P2 3F8 9.304842103984709011932352E-02
3 7 4P2 3F9 -2.781743201320934222309234E-01
3 7 4P2 3G1 -1.207363221040737982781010E-01
3 7 4P2 3G2 -1.863933164465341185689340E-01
3 7 4P2 3G3 2.182178902359923899911820E-01
